>ZNF382.H11FULL
0.192	0.092	0.657	0.059
0.071	0.113	0.079	0.736
0.45	0.038	0.303	0.209
0.163	0.042	0.697	0.098
0.071	0.056	0.661	0.211
0.395	0.084	0.467	0.054
0.069	0.13	0.05	0.751
0.027	0.805	0.017	0.151
0.086	0.063	0.142	0.709
0.054	0.044	0.895	0.006
0.006	0.004	0.013	0.977
0.669	0.004	0.151	0.176
0.069	0.165	0.701	0.065
0.021	0.023	0.017	0.939
0.374	0.015	0.544	0.067
0.592	0.117	0.192	0.098
0.021	0.046	0.021	0.912
0.119	0.021	0.707	0.153
0.036	0.174	0.161	0.63
0.056	0.835	0.017	0.092
0.123	0.299	0.023	0.554
0.029	0.82	0.031	0.119
