>ZNF341.H11FULL
0.206	0.136	0.513	0.144
0.287	0.164	0.473	0.076
0.22	0.13	0.555	0.094
0.238	0.13	0.573	0.058
0.291	0.156	0.487	0.066
0.287	0.074	0.553	0.086
0.261	0.228	0.477	0.034
0.353	0.074	0.471	0.102
0.224	0.094	0.587	0.094
0.23	0.16	0.475	0.134
0.317	0.06	0.547	0.076
0.216	0.152	0.595	0.036
0.407	0.132	0.283	0.178
0.287	0.04	0.525	0.148
0.104	0.014	0.854	0.028
0.08	0.068	0.81	0.042
0.86	0.044	0.088	0.008
0.699	0.01	0.285	0.006
0.1	0.327	0.547	0.026
0.784	0.028	0.112	0.076
0.006	0.028	0.944	0.022
0.136	0.735	0.108	0.02
