>ZNF816.H11FULL
0.558	0.144	0.181	0.116
0.598	0.13	0.188	0.084
0.551	0.13	0.214	0.105
0.377	0.137	0.314	0.172
0.577	0.121	0.202	0.1
0.591	0.088	0.212	0.109
0.179	0.047	0.523	0.251
0.07	0.005	0.912	0.014
0.009	0.0	0.967	0.023
0.007	0.002	0.991	0.0
0.021	0.0	0.979	0.0
0.986	0.002	0.007	0.005
0.093	0.814	0.072	0.021
0.628	0.158	0.105	0.109
0.065	0.081	0.177	0.677
0.051	0.028	0.849	0.072
0.193	0.453	0.084	0.27
0.421	0.179	0.147	0.253
0.202	0.049	0.56	0.188
0.114	0.074	0.767	0.044
0.105	0.081	0.74	0.074
