>TBX2.H11FULL
0.194	0.194	0.062	0.549
0.118	0.132	0.513	0.237
0.263	0.487	0.25	0.0
0.368	0.382	0.118	0.132
0.5	0.237	0.0	0.263
0.368	0.132	0.118	0.382
0.0	0.882	0.0	0.118
0.526	0.237	0.0	0.237
0.132	0.25	0.382	0.237
0.868	0.0	0.0	0.132
0.132	0.0	0.868	0.0
0.132	0.0	0.868	0.0
0.132	0.0	0.0	0.868
0.0	0.0	0.868	0.132
0.263	0.0	0.0	0.737
0.0	0.132	0.868	0.0
0.868	0.132	0.0	0.0
0.5	0.0	0.5	0.0
0.5	0.237	0.263	0.0
0.382	0.25	0.0	0.368
0.118	0.0	0.645	0.237
0.132	0.487	0.132	0.25
0.0	0.368	0.513	0.118
0.513	0.368	0.118	0.0
0.191	0.441	0.178	0.191
