>RREB1.H11FULL
0.262	0.119	0.389	0.23
0.079	0.158	0.413	0.349
0.0	0.27	0.619	0.111
0.079	0.0	0.572	0.349
0.079	0.111	0.46	0.349
0.158	0.032	0.428	0.381
0.0	0.032	0.777	0.191
0.0	0.144	0.507	0.349
0.0	0.032	0.666	0.302
0.0	0.032	0.889	0.079
0.0	0.097	0.587	0.317
0.0	0.0	0.064	0.936
0.032	0.0	0.936	0.032
0.079	0.097	0.475	0.349
0.0	0.032	0.238	0.73
0.064	0.032	0.158	0.745
0.0	0.032	0.317	0.651
0.0	0.064	0.936	0.0
0.064	0.0	0.666	0.27
0.0	0.032	0.856	0.111
0.0	0.0	0.666	0.334
0.151	0.136	0.198	0.515
