>ZNF264.H11FULL
0.096	0.298	0.108	0.498
0.232	0.35	0.082	0.336
0.108	0.15	0.09	0.652
0.062	0.286	0.17	0.482
0.506	0.18	0.196	0.118
0.29	0.154	0.112	0.444
0.718	0.122	0.102	0.058
0.67	0.044	0.076	0.21
0.144	0.028	0.782	0.046
0.032	0.02	0.878	0.07
0.292	0.142	0.548	0.018
0.144	0.818	0.026	0.012
0.678	0.042	0.078	0.202
0.006	0.808	0.154	0.032
0.072	0.098	0.21	0.62
0.774	0.064	0.106	0.056
0.828	0.086	0.03	0.056
0.014	0.164	0.038	0.784
0.032	0.604	0.18	0.184
0.116	0.556	0.166	0.162
0.228	0.522	0.05	0.2
0.654	0.136	0.09	0.12
0.05	0.2	0.106	0.644
0.076	0.394	0.084	0.446
