>ZNF324.H11FULL
0.114	0.12	0.378	0.386
0.387	0.321	0.235	0.059
0.092	0.14	0.041	0.726
0.023	0.603	0.143	0.233
0.502	0.246	0.193	0.059
0.615	0.255	0.06	0.071
0.543	0.159	0.236	0.062
0.062	0.822	0.056	0.06
0.034	0.778	0.058	0.13
0.58	0.172	0.062	0.186
0.066	0.09	0.144	0.7
0.03	0.872	0.046	0.052
0.028	0.888	0.024	0.06
0.06	0.276	0.042	0.622
0.048	0.192	0.07	0.69
0.162	0.102	0.306	0.43
0.122	0.286	0.444	0.148
0.138	0.724	0.062	0.076
0.15	0.19	0.082	0.578
0.07	0.166	0.474	0.29
0.094	0.462	0.316	0.128
0.152	0.632	0.074	0.142
0.4	0.19	0.18	0.23
