>ZNF436.H11FULL
0.056	0.078	0.118	0.748
0.021	0.856	0.037	0.087
0.532	0.318	0.027	0.124
0.301	0.097	0.466	0.136
0.087	0.019	0.87	0.025
0.025	0.002	0.969	0.004
0.849	0.049	0.066	0.035
0.515	0.012	0.458	0.014
0.041	0.006	0.948	0.004
0.167	0.06	0.755	0.019
0.0	1.0	0.0	0.0
0.021	0.025	0.01	0.944
0.01	0.056	0.085	0.849
0.0	0.981	0.002	0.016
0.072	0.843	0.01	0.074
0.033	0.105	0.016	0.845
0.054	0.0	0.922	0.025
0.035	0.014	0.926	0.025
0.953	0.004	0.016	0.027
0.118	0.0	0.882	0.0
0.01	0.002	0.986	0.002
0.911	0.035	0.012	0.041
0.159	0.0	0.841	0.0
0.029	0.002	0.957	0.012
