>ZNF214.H11FULL
0.258	0.205	0.117	0.42
0.208	0.545	0.098	0.148
0.307	0.511	0.102	0.08
0.303	0.061	0.03	0.606
0.008	0.133	0.061	0.799
0.038	0.258	0.201	0.504
0.087	0.33	0.064	0.519
0.023	0.095	0.254	0.629
0.386	0.057	0.508	0.049
0.5	0.019	0.22	0.261
0.027	0.011	0.652	0.311
0.038	0.424	0.496	0.042
0.292	0.549	0.102	0.057
0.345	0.36	0.03	0.265
0.102	0.273	0.178	0.447
0.03	0.076	0.061	0.833
0.008	0.28	0.053	0.659
0.155	0.167	0.655	0.023
0.814	0.072	0.045	0.068
0.053	0.03	0.11	0.807
0.098	0.076	0.64	0.186
0.633	0.129	0.068	0.17
